file_path,label
Dataset2\Black Gram_Anthracnose\aug_0_8233.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8236.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8243.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8245.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8247.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8251.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8253.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8255.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8257.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8259.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8260.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8262.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8265.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8267.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8269.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8270.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8271.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8279.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8280.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8282.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8287.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8290.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8293.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8295.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8299.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8307.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8309.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8311.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8313.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8316.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8321.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8322.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8326.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8333.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8339.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_834.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8340.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8341.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8346.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8353.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8355.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_837.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8376.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8378.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8379.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_839.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8390.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8392.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8394.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8399.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_84.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8404.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8408.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8428.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8429.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_843.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8430.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8440.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8448.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8454.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8458.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8462.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8466.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8473.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8474.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8476.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8480.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_849.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8492.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8497.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8503.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8505.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8517.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8519.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8520.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8521.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8523.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8525.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_853.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8536.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8541.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8544.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8545.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8547.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8549.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8558.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8562.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8563.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8565.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8568.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8569.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8581.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8583.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8588.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8589.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8592.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8593.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8600.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8604.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8615.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8618.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_862.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8636.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8637.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8642.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8647.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_865.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8651.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8667.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8668.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8669.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8676.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8678.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8681.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8684.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8687.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8689.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8691.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8694.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8697.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8700.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8702.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8706.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_871.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8711.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8712.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8713.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8714.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_872.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8720.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8722.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8724.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8727.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8728.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8729.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_873.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8733.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8741.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8750.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8751.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8752.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8757.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8769.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8772.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8773.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8782.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8790.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8792.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8797.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8801.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_881.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8820.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8826.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8827.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8832.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8834.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8835.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8842.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8847.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8851.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8857.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8865.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8866.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8867.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_887.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8874.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8875.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8877.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8886.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8888.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8893.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8895.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8898.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_89.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8911.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8912.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8916.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8917.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_892.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8930.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8931.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8934.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_894.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8941.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8943.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8952.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8953.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8955.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8957.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8975.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_898.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8987.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8988.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8994.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_8996.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_90.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9002.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9009.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9013.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9014.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9017.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_902.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9024.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9026.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9031.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9036.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9038.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9045.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9046.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9048.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9049.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_905.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9050.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9052.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9058.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_906.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9060.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9062.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_907.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9070.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9075.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9083.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9085.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9086.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9088.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9089.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9090.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9091.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9093.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9097.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9099.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9108.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_911.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9110.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9111.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9126.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9128.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_913.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9135.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9141.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9145.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9156.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9172.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9173.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9178.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9180.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9183.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9185.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9186.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9187.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_919.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9190.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9191.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9198.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9201.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9209.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9210.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_922.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9223.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9227.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_923.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9240.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9247.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9253.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9258.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9265.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9269.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9279.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9281.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9291.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9294.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9295.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_93.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9301.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9302.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9305.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9306.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9307.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_932.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9320.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9325.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9326.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9327.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9328.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9329.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9337.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_934.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9345.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9346.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9351.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9355.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9369.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9372.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9374.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9376.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9380.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9381.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9382.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9391.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9410.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9411.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9412.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9414.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9416.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9419.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_942.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9424.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9426.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9432.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9436.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9437.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_944.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9440.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9450.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9452.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9453.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9455.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_9460.jpg,Black Gram_Anthracnose
